X, Log2(x)
1.0, -0.0
1.1, 0.13750300886274022
1.2000000000000002, 0.263033387578086
1.3000000000000003, 0.3785100757924042
1.4000000000000004, 0.4854245331256739
1.5000000000000004, 0.5849613268645686
1.6000000000000005, 0.67807113834748
1.7000000000000006, 0.7655298886216245
1.8000000000000007, 0.8479965410109571
1.9000000000000008, 0.92599310528799
2.000000000000001, 1.0000000000000007
2.100000000000001, 1.0703890776211138
2.200000000000001, 1.1375030088627407
2.300000000000001, 1.2016331747252502
2.4000000000000012, 1.2630333875780866
2.5000000000000013, 1.3219270459297972
2.6000000000000014, 1.3785100757924047
2.7000000000000015, 1.4329581528948856
2.8000000000000016, 1.4854245331256744
2.9000000000000017, 1.5360519805545054
3.0000000000000018, 1.584961326864569
3.100000000000002, 1.6322670530711456
3.200000000000002, 1.6780711383474805
3.300000000000002, 1.722461494463654
3.400000000000002, 1.765529888621625
3.500000000000002, 1.8073501037459156
3.6000000000000023, 1.8479965410109571
3.7000000000000024, 1.8875193740111962
3.8000000000000025, 1.9259931052879904
3.9000000000000026, 1.9634672624873093
4.000000000000003, 2.000000000000001
4.100000000000002, 2.035623778485771
4.200000000000002, 2.0703890776211136
4.300000000000002, 2.1043363237167694
4.400000000000001, 2.1375030088627405
4.500000000000001, 2.1699242999739905
4.6000000000000005, 2.20163317472525
4.7, 2.2326600549616926
4.8, 2.2630333875780857
4.8999999999999995, 2.292780496184782
4.999999999999999, 2.321927045929796
5.099999999999999, 2.3504962685338886
5.199999999999998, 2.3785100757924034
5.299999999999998, 2.405990463451974
5.399999999999998, 2.4329581528948845
5.499999999999997, 2.459430652560099
5.599999999999997, 2.485424533125673
5.699999999999997, 2.5109605393685843
5.799999999999996, 2.536051980554504
5.899999999999996, 2.560711990924782
5.999999999999996, 2.5849613268645673
6.099999999999995, 2.608806054450563
6.199999999999995, 2.6322670530711436
6.2999999999999945, 2.6553481315304976
6.399999999999994, 2.678071138347478
6.499999999999994, 2.7004385183441335
6.599999999999993, 2.722461494463652
6.699999999999993, 2.7441565205737235
6.799999999999993, 2.765529888621623
6.899999999999992, 2.7865953504940473
6.999999999999992, 2.8073501037459123
7.099999999999992, 2.8278184034759346
7.199999999999991, 2.8479965410109545
7.299999999999991, 2.867895824164737
7.399999999999991, 2.8875193740111937
7.49999999999999, 2.9068845923561892
7.59999999999999, 2.925993105287988
7.6999999999999895, 2.944858135382988
7.799999999999989, 2.9634672624873057
7.899999999999989, 2.9818525796665565
7.9999999999999885, 2.999999999999996
8.099999999999989, 3.0179218432712105
8.199999999999989, 3.0356237784857685
8.299999999999988, 3.0531111455508864
8.399999999999988, 3.070389077621111
8.499999999999988, 3.0874625394021558
8.599999999999987, 3.1043363237167667
8.699999999999987, 3.1210149569769743
8.799999999999986, 3.137503008862738
8.899999999999986, 3.1538047385516954
8.999999999999986, 3.169924299973988
9.099999999999985, 3.185865895481746
9.199999999999985, 3.2016331747252478
9.299999999999985, 3.217230009365988
9.399999999999984, 3.23266005496169
9.499999999999984, 3.2479268554331
9.599999999999984, 3.2630333875780835
9.699999999999983, 3.277983625767647
9.799999999999983, 3.2927804961847795
9.899999999999983, 3.3074270987663277
9.999999999999982, 3.3219270459297934
