X, trigonometricEquation(x)
-5.0, 0.08046538637950483
-4.9, 0.03478734999581076
-4.800000000000001, 0.007656217217023613
-4.700000000000001, 1.5346603173595414E-4
-4.600000000000001, 0.012579775274906582
-4.500000000000002, 0.0444367933209133
-4.400000000000002, 0.09445528615392262
-4.3000000000000025, 0.16064145562885343
-4.200000000000003, 0.2403568052061061
-4.100000000000003, 0.3304233908188887
-4.0000000000000036, 0.4272505540215931
-3.9000000000000035, 0.5269682133103089
-3.8000000000000034, 0.6256234252529382
-3.7000000000000033, 0.7192693456082991
-3.600000000000003, 0.8041728637001208
-3.500000000000003, 0.8769493670389785
-3.400000000000003, 0.9346976648306481
-3.300000000000003, 0.9751343209505321
-3.200000000000003, 0.9966036198951114
-3.1000000000000028, 0.9982777831345199
-3.0000000000000027, 0.9800890999370964
-2.9000000000000026, 0.9427620186491094
-2.8000000000000025, 0.8877841925463777
-2.7000000000000024, 0.817347111199458
-2.6000000000000023, 0.7342460035786982
-2.500000000000002, 0.6418244205992248
-2.400000000000002, 0.5437460169538145
-2.300000000000002, 0.4439220029188375
-2.200000000000002, 0.3463327416731057
-2.100000000000002, 0.254869220426784
-2.0000000000000018, 0.17318515283571265
-1.9000000000000017, 0.10451907332169694
-1.8000000000000016, 0.05162186998938063
-1.7000000000000015, 0.016601212227909418
-1.6000000000000014, 8.526459423066359E-4
-1.5000000000000013, 0.005003713848259663
-1.4000000000000012, 0.028891499567377365
-1.3000000000000012, 0.07155763000956337
-1.200000000000001, 0.13130436541361315
-1.100000000000001, 0.20575008389827504
-1.0000000000000009, 0.2919268772685571
-0.9000000000000009, 0.3863990713802537
-0.8000000000000009, 0.4853944818821997
-0.700000000000001, 0.5849813962306958
-0.600000000000001, 0.6811781923590392
-0.500000000000001, 0.7701509833630213
-0.400000000000001, 0.8483638044444437
-0.30000000000000104, 0.9126697389062495
-0.20000000000000104, 0.9605306711111107
-0.10000000000000103, 0.9900249999999998
-1.0269562977782698E-15, 1.0
0.09999999999999898, 0.9900250000000003
0.19999999999999898, 0.9605306711111115
0.299999999999999, 0.9126697389062506
0.399999999999999, 0.8483638044444451
0.499999999999999, 0.7701509833630227
0.599999999999999, 0.681178192359041
0.699999999999999, 0.5849813962306978
0.7999999999999989, 0.4853944818822016
0.8999999999999989, 0.3863990713802556
0.9999999999999989, 0.2919268772685589
1.099999999999999, 0.2057500838982767
1.199999999999999, 0.13130436541361457
1.2999999999999992, 0.07155763000956446
1.3999999999999992, 0.028891499567378034
1.4999999999999993, 0.0050037138482599336
1.5999999999999994, 8.526459423065228E-4
1.6999999999999995, 0.01660121222790891
1.7999999999999996, 0.05162186998937976
1.8999999999999997, 0.10451907332169565
1.9999999999999998, 0.17318515283571112
2.0999999999999996, 0.254869220426782
2.1999999999999997, 0.3463327416731036
2.3, 0.4439220029188351
2.4, 0.5437460169538124
2.5, 0.6418244205992222
2.6, 0.7342460035786961
2.7, 0.8173471111994564
2.8000000000000003, 0.887784192546377
2.9000000000000004, 0.9427620186491086
3.0000000000000004, 0.9800890999370953
3.1000000000000005, 0.9982777831345194
3.2000000000000006, 0.9966036198951118
3.3000000000000007, 0.9751343209505319
3.400000000000001, 0.9346976648306472
3.500000000000001, 0.8769493670389794
3.600000000000001, 0.8041728637001225
3.700000000000001, 0.7192693456083006
3.800000000000001, 0.6256234252529409
3.9000000000000012, 0.5269682133103123
4.000000000000001, 0.4272505540215953
4.1000000000000005, 0.3304233908188901
4.2, 0.24035680520610855
4.3, 0.16064145562885293
4.3999999999999995, 0.0944552861539245
4.499999999999999, 0.04443679332091463
4.599999999999999, 0.012579775274906457
4.699999999999998, 1.5346603173600664E-4
4.799999999999998, 0.0076562172170232005
4.899999999999998, 0.03478734999580883
4.999999999999997, 0.08046538637950387
